Date,Username,Content,Mentions
"2022-11-22,14:08:09",big papa,other day jett came over to my house,
"2022-11-22,14:08:02",big papa,I forgot to tell y’all,
"2022-11-22,12:04:30",KFC,goal kick simulator on roblox is gas. 10/10 recommend,
"2022-11-22,11:39:01",KFC,bet them oil giants did,
"2022-11-22,11:38:54",KFC,imagine betting on saudi,
"2022-11-22,11:27:16",Hat Tipper Lady Acquirer,World Cup defies rules,
"2022-11-22,11:25:32",aamindehkordi,Isn’t SA really bad,
"2022-11-22,11:25:23",aamindehkordi,How tho,
"2022-11-22,11:20:54",Hat Tipper Lady Acquirer,Yes,
"2022-11-22,11:20:50",aamindehkordi,Ok dood,
"2022-11-22,11:20:42",aamindehkordi,Wait so Messi lost to Saudi Arabia?,
"2022-11-22,11:04:32",KFC,argentina fat L lmao,
"2022-11-22,09:12:30",big papa,i actually laughed,
"2022-11-22,09:12:24",big papa,BOOMBIES,
"2022-11-22,08:27:11",Hat Tipper Lady Acquirer,Pemnis or boombies?,
"2022-11-22,07:42:18",big papa,I KNOW she gonna side with me,
"2022-11-22,07:42:05",big papa,<@564324586012016650> don’t even have to answer bro,Teela Pup#8038
"2022-11-22,00:56:21",Hat Tipper Lady Acquirer,Who is right,
"2022-11-22,00:53:16",Teela Pup,Indeed I can,
"2022-11-21,23:17:15",Hat Tipper Lady Acquirer,<@564324586012016650> can you see,Teela Pup#8038
"2022-11-21,23:12:27",KFC,,jettaquino#4967、IsaacM#8081、Teela Pup#8038、~~Wild~~#5104、big papa#5892、aamindehkordi#1473、Hat Tipper Lady Acquirer#1904
"2022-11-21,23:12:25",KFC,is she able to see lore though?,
"2022-11-21,23:09:36",aamindehkordi,Yodi gang,
"2022-11-21,23:09:01",aamindehkordi,Yuhhhhhhhhhhhhhhhhhhhhhhhhh,
"2022-11-21,23:08:56",aamindehkordi,Fulcrum come in,
"2022-11-21,23:08:46",Hat Tipper Lady Acquirer,catch up on the lore,
"2022-11-21,23:08:41",Hat Tipper Lady Acquirer,we were having woman debates,
"2022-11-21,23:08:33",Hat Tipper Lady Acquirer,*cat has officially entered the chat*,
"2022-11-21,23:08:13",Hat Tipper Lady Acquirer,,Teela Pup#8038
"2022-11-21,22:51:38",Hat Tipper Lady Acquirer,last option is best,
"2022-11-21,22:51:33",Hat Tipper Lady Acquirer,No dye,
"2022-11-21,22:50:30",KFC,equal,
"2022-11-21,22:26:13",aamindehkordi,Option 2,
"2022-11-21,22:23:04",big papa,Or this,
"2022-11-21,22:19:53",jettaquino,Dye,
"2022-11-21,22:19:43",big papa,Or do this,
"2022-11-21,22:19:42",big papa,Like keep it black,
"2022-11-21,22:19:37",big papa,Or nay,
"2022-11-21,22:19:35",big papa,Yay,
"2022-11-21,22:19:34",big papa,Should I dye my hair like this,
"2022-11-21,22:19:28",big papa,Guys,
"2022-11-21,22:10:11",Hat Tipper Lady Acquirer,"yeah, 1 bitcoin",
"2022-11-21,22:08:27",big papa,charge that shit,
"2022-11-21,22:08:22",big papa,don’t give ur work for free,
"2022-11-21,22:08:16",big papa,Bro,
"2022-11-21,22:06:41",Hat Tipper Lady Acquirer,and a great excuse to all professors about mental health as to why its all late,
"2022-11-21,22:06:21",Hat Tipper Lady Acquirer,1 bitcoin and I will give you everything,
"2022-11-21,22:06:12",Hat Tipper Lady Acquirer,lmao,
"2022-11-21,22:05:38",KFC,tell him it'd be clutch if he venmod you some money,
"2022-11-21,22:05:11",Hat Tipper Lady Acquirer,tis that time of the year,
"2022-11-21,22:05:02",Hat Tipper Lady Acquirer,ahhh,
"2022-11-21,22:03:22",~~Wild~~,Why is that so accurate,
"2022-11-21,22:02:42",Hat Tipper Lady Acquirer,white gyal looks like she'd cheat and then blame it on me,
"2022-11-21,22:02:26",Hat Tipper Lady Acquirer,left,
"2022-11-21,21:54:22",big papa,ur school is so white I hate it,
"2022-11-21,21:54:11",big papa,Actually why is that just UCI girls vs concordia girls,
"2022-11-21,21:53:01",big papa,choose ur fighter,
"2022-11-21,21:52:56",big papa,<@573586960938172466>,Hat Tipper Lady Acquirer#1904
"2022-11-21,21:52:39",big papa,made Koreans go nuts,
"2022-11-21,21:52:34",big papa,wait imma show u this selfie that like,
"2022-11-21,21:49:28",Hat Tipper Lady Acquirer,also Kyle that Korean girl is toooo fine do not play with me ramen boy,
"2022-11-21,21:48:52",Hat Tipper Lady Acquirer,Asians for latinos: LMAOOOOOOOOOOO,
"2022-11-21,21:48:43",Hat Tipper Lady Acquirer,Asians for black guys: expert,
"2022-11-21,21:48:29",Hat Tipper Lady Acquirer,Asians for other asians and white guys: hard,
"2022-11-21,21:48:20",big papa,LMFAOOOOOOO,KFC#2019
"2022-11-21,21:48:17",Hat Tipper Lady Acquirer,no.,KFC#2019
"2022-11-21,21:47:48",jettaquino,And it’s very worth it,
"2022-11-21,21:47:43",jettaquino,Bruh Asian hard mode is conqeurable,
"2022-11-21,21:47:25",Hat Tipper Lady Acquirer,dawg *,
"2022-11-21,21:47:21",Hat Tipper Lady Acquirer,I am not the brown they seek dawf,
"2022-11-21,21:47:08",Hat Tipper Lady Acquirer,For me: impossible,
"2022-11-21,21:46:53",KFC,aren't you saying asian is hard mode,
"2022-11-21,21:46:37",Hat Tipper Lady Acquirer,"its like playing on hard mode bro, once you win its way more satisfying",big papa#5892
"2022-11-21,21:46:34",~~Wild~~,He's into that,
"2022-11-21,21:45:58",Hat Tipper Lady Acquirer,ok and?,big papa#5892
"2022-11-21,21:45:50",Hat Tipper Lady Acquirer,"some of her pics are really good and others are ""wtf""",
"2022-11-21,21:45:11",big papa,Devon aoki,
"2022-11-21,21:45:08",big papa,<@573586960938172466>,Hat Tipper Lady Acquirer#1904
"2022-11-21,21:43:41",aamindehkordi,U haven’t been w enough white woven,
"2022-11-21,21:43:34",big papa,wtf are u saying,
"2022-11-21,21:43:31",big papa,White queens vote to build a wall to keep you out bro,
"2022-11-21,21:43:26",aamindehkordi,That’s cap,
"2022-11-21,21:41:59",Hat Tipper Lady Acquirer,White queens aint never me too'd me bruh,
"2022-11-21,21:41:46",aamindehkordi,Lucy liu is one of the most beautiful women I’ve seen,
"2022-11-21,21:41:41",Hat Tipper Lady Acquirer,"I am sorry Kate,  itll take me a while to truly like asian women after the me too incident",
"2022-11-21,21:41:36",big papa,"Kill bill, charlies angels",
"2022-11-21,21:41:29",KFC,Nah Zoe in batman > but Zoe everywhere else <,
"2022-11-21,21:41:18",big papa,Y’all look up Lucy liu circa like,
"2022-11-21,21:40:59",big papa,Classy fine,
"2022-11-21,21:40:57",big papa,But she’s like,
"2022-11-21,21:40:55",big papa,Yeah she’s like okay,
"2022-11-21,21:40:47",big papa,Gemma chan,
"2022-11-21,21:40:46",Hat Tipper Lady Acquirer,ohhhhh ok,
"2022-11-21,21:40:42",big papa,Oh 100000%,Hat Tipper Lady Acquirer#1904
"2022-11-21,21:40:41",Hat Tipper Lady Acquirer,not her,
"2022-11-21,21:40:37",big papa,Lucy liu is amazing,
"2022-11-21,21:40:29",Hat Tipper Lady Acquirer,Im sorry Zoe Kravits is wayyyyyy finer than the other girl you sent,
"2022-11-21,21:40:25",aamindehkordi,Lucy,
"2022-11-21,21:40:15",big papa,Wait I wanna know who I sent that was eyecandy for u,aamindehkordi#1473
"2022-11-21,21:40:12",KFC,even if you give red heads +2 I think there is a higher cap on brunettes and black,
"2022-11-21,21:40:11",aamindehkordi,Anya is also goated,
"2022-11-21,21:38:15",aamindehkordi,Also redheads>,
"2022-11-21,21:38:07",aamindehkordi,Alexandria daddario,
"2022-11-21,21:37:37",aamindehkordi,"Ok lads I was team Nathan because naturally I’m a white women lover however that was until kate showed me one of the most beautiful women I’ve ever seen tho regarding the make up question I think it depends on everything else she’s putting on the table. I don’t know that many famous women to put them on a top 10 list really hard to rank that cuz I’m a horny mf however the women Kate showed were >>> the white women, Anya goated and also the white girl that played Athena’s demigod in Percy Jackson and also baywatch is bad af idk her name but I j wanted to put her out there",
"2022-11-21,21:20:57",KFC,i wanna know your input. I think you're team kate jett kyle,
"2022-11-21,21:20:57",Hat Tipper Lady Acquirer,its a good read,
"2022-11-21,21:20:15",aamindehkordi,Gotta catch up on the group chat  lore,
"2022-11-21,21:20:09",KFC,u got some catchin up to do,
"2022-11-21,21:13:53",big papa,Damn the translations that bad?,
"2022-11-21,21:13:12",KFC,Viz,
"2022-11-21,21:13:04",big papa,Huh,
"2022-11-21,21:12:54",KFC,they be calling him Buggy The Genius Jester or some shit,
"2022-11-21,21:12:43",big papa,<@443274224505716741> YOU NEED TO START TOO,jettaquino#4967
"2022-11-21,21:12:37",big papa,BUGGY,~~Wild~~#5104
"2022-11-21,21:11:48",KFC,up until fishman island the viz translations are just really bad,
"2022-11-21,21:10:56",KFC,im gonna cry if you keep reading viz translation instead of fan so finish that book and start reading online.,
"2022-11-21,21:09:47",~~Wild~~,Based one piece,
"2022-11-21,21:06:53",Hat Tipper Lady Acquirer,Maybe 15,
"2022-11-21,21:06:49",big papa,Anya valid af,
"2022-11-21,21:06:45",big papa,That’s valid,
"2022-11-21,21:06:37",Hat Tipper Lady Acquirer,I’m giving Anya 10,
"2022-11-21,21:06:29",Hat Tipper Lady Acquirer,She asks me for 3?,
"2022-11-21,21:06:23",KFC,Not an L. But Samara's feels unnatural.,big papa#5892
"2022-11-21,21:06:15",big papa,Anya Taylor joy,
"2022-11-21,21:06:08",big papa,Wait <@573586960938172466>,Hat Tipper Lady Acquirer#1904
"2022-11-21,21:05:47",Hat Tipper Lady Acquirer,Freckles = have my children,
"2022-11-21,21:05:27",Hat Tipper Lady Acquirer,I love me a girl with freckles,
"2022-11-21,21:05:25",big papa,genuine question,
"2022-11-21,21:05:21",Hat Tipper Lady Acquirer,Bruh,
"2022-11-21,21:05:17",big papa,if ur girl carried by makeup is that an L,
"2022-11-21,21:04:58",big papa,Is this a thing,KFC#2019
"2022-11-21,21:04:37",~~Wild~~,Maybe. I only seen her in the baby sitter movies,
"2022-11-21,21:04:00",KFC,samara is carried by makeup,
"2022-11-21,21:01:44",~~Wild~~,What,
"2022-11-21,21:01:37",Hat Tipper Lady Acquirer,What,
"2022-11-21,21:01:28",KFC,looks like your mom lmaoooo,
"2022-11-21,21:00:52",Hat Tipper Lady Acquirer,Imma have to politely decline bruv,
"2022-11-21,21:00:50",big papa,nay,
"2022-11-21,20:59:59",~~Wild~~,Guys. Samara Weaving. Yay or nay,
"2022-11-21,20:59:12",KFC,as in that is exactly how you sound,
"2022-11-21,20:58:44",KFC,also kate is spitting facts on the daniel radcliffe take,
"2022-11-21,20:58:21",KFC,nah,big papa#5892
"2022-11-21,20:56:52",Hat Tipper Lady Acquirer,Any version of Zooey Deschanel over Addison Rae,
"2022-11-21,20:56:27",big papa,Valid,
"2022-11-21,20:56:00",Hat Tipper Lady Acquirer,🤮🤮🤮🤮🤮🤮,
"2022-11-21,20:54:27",big papa,what do u think about her,
"2022-11-21,20:54:21",big papa,Addison Rae,
"2022-11-21,20:52:28",big papa,gimme a sec,
"2022-11-21,20:52:24",big papa,wtf is her name,
"2022-11-21,20:52:18",big papa,That tiktoker,
"2022-11-21,20:52:07",big papa,Wait <@573586960938172466>,Hat Tipper Lady Acquirer#1904
"2022-11-21,20:51:21",big papa,<@429701532309520404> bro would pick Pudding over Boa,KFC#2019
"2022-11-21,20:49:29",Hat Tipper Lady Acquirer,It just doesn’t convert well,
"2022-11-21,20:49:24",Hat Tipper Lady Acquirer,Bruh It’s like trying to put dollars into chink bux,
"2022-11-21,20:49:04",Hat Tipper Lady Acquirer,Just no,
"2022-11-21,20:49:01",big papa,IM BEING FR,
"2022-11-21,20:48:54",Hat Tipper Lady Acquirer,Stop ☠️,
"2022-11-21,20:48:47",big papa,Michael B Jordan,
"2022-11-21,20:48:43",big papa,You sound like ur saying Daniel Radcliffe is more valid then like,
"2022-11-21,20:47:42",big papa,Lemme give u an example of what u sound like talking about Amy Adams,
"2022-11-21,20:47:31",big papa,oki since u have a similar perspective like that then,
"2022-11-21,20:47:17",big papa,Henry valid af,
"2022-11-21,20:46:46",Hat Tipper Lady Acquirer,Like Henry Cavill is a god,
"2022-11-21,20:46:35",Hat Tipper Lady Acquirer,We also think manly man are just giga chads,
"2022-11-21,20:46:26",Hat Tipper Lady Acquirer,Most dudes agree,
"2022-11-21,20:46:11",big papa,perspective of handsome men r the same,
"2022-11-21,20:46:02",big papa,I’m curious if ur like,
"2022-11-21,20:45:05",Hat Tipper Lady Acquirer,Nothing I can do I’m sorry,
"2022-11-21,20:44:37",Hat Tipper Lady Acquirer,I made it so long ago it is now expired,
"2022-11-21,20:44:14",big papa,No send both lemme see,
"2022-11-21,20:44:00",Hat Tipper Lady Acquirer,Imma remake it and send that,
"2022-11-21,20:43:11",Hat Tipper Lady Acquirer,Kate seeing my list,
"2022-11-21,20:43:06",Hat Tipper Lady Acquirer,https://tenor.com/view/angry-bubbles-bubbles-fire-furious-mad-gif-12674420,
"2022-11-21,20:43:03",big papa,Send it,
"2022-11-21,20:43:02",big papa,No no,
"2022-11-21,20:42:52",Hat Tipper Lady Acquirer,I’m not sending it Bruh 😂,
"2022-11-21,20:42:44",big papa,Yeah lemme see this rn Nathan,
"2022-11-21,20:42:33",KFC,send the list then send the new one,
"2022-11-21,20:42:18",big papa,Aight valid,
"2022-11-21,20:42:10",Hat Tipper Lady Acquirer,Wait what was the question,
"2022-11-21,20:41:58",Hat Tipper Lady Acquirer,Smash,
"2022-11-21,20:41:48",big papa,yay or nay,
"2022-11-21,20:41:39",big papa,wait Nathan,
"2022-11-21,20:40:53",big papa,"***Kate when my list is Anne Frank, Betty White, and Queen Elizabeth",
"2022-11-21,20:40:26",Hat Tipper Lady Acquirer,"Kate when my list isn’t all Asian, black, and colored women",
"2022-11-21,20:40:25",Hat Tipper Lady Acquirer,https://tenor.com/view/dying-monkey-dying-gif-13123180,
"2022-11-21,20:40:05",big papa,I think ur just BLIND,
"2022-11-21,20:39:55",big papa,u need a new prescription,
"2022-11-21,20:39:45",big papa,I can see better with my chink eyes then u can with ur glasses bruh,
"2022-11-21,20:39:30",big papa,No Nathan,
"2022-11-21,20:39:25",Hat Tipper Lady Acquirer,JESUS,
"2022-11-21,20:39:24",Hat Tipper Lady Acquirer,I thought Isaac was picky,
"2022-11-21,20:39:19",Hat Tipper Lady Acquirer,You have some high mf standards Bruh,
"2022-11-21,20:39:04",big papa,random white women,
"2022-11-21,20:38:56",Hat Tipper Lady Acquirer,What did you say,
"2022-11-21,20:38:55",KFC,,
"2022-11-21,20:38:39",Hat Tipper Lady Acquirer,I did make it awhile ago tho sooooo,
"2022-11-21,20:38:38",big papa,Bruh I swear ur list of “women I think are baddies” is the same list they used for auschwitz gas chamber,
"2022-11-21,20:38:04",Hat Tipper Lady Acquirer,I think I need to refine my top 10 finest women list,
"2022-11-21,20:37:27",big papa,what list Nathan,
"2022-11-21,20:37:07",KFC,https://tenor.com/view/luffy-onepiece-luffy-one-piece-luffyygz-luffy-dissapointed-gif-25171990,
"2022-11-21,20:37:04",Hat Tipper Lady Acquirer,I think I need to show Kate the list,
"2022-11-21,20:37:00",big papa,UR LYING NATHAN,
"2022-11-21,20:36:25",Hat Tipper Lady Acquirer,https://youtu.be/mopkGrrmCro,
"2022-11-21,20:36:23",Hat Tipper Lady Acquirer,Higher or lower than amy,
"2022-11-21,20:35:57",Hat Tipper Lady Acquirer,https://tenor.com/view/breaking-bad-mid-walter-white-gif-26241410,
"2022-11-21,20:35:52",KFC,higher or lower than amy,
"2022-11-21,20:35:42",Hat Tipper Lady Acquirer,I mean like not bad for sure,
"2022-11-21,20:35:33",Hat Tipper Lady Acquirer,Ehhhhh,big papa#5892
"2022-11-21,20:35:12",KFC,💀,
"2022-11-21,20:35:07",big papa,I’m just sharing mine too 🤭,
"2022-11-21,20:35:00",big papa,but you are entitled to ur opinion,
"2022-11-21,20:34:58",Hat Tipper Lady Acquirer,you. Asked. For. My. Opinion.,
"2022-11-21,20:34:51",big papa,Oh I wasn’t just talking actresses,
"2022-11-21,20:34:41",Hat Tipper Lady Acquirer,Can I not think that those other actresses are not pretty bro,
"2022-11-21,20:34:35",big papa,like my first time thinking a women u like is more than mid,
"2022-11-21,20:34:18",Hat Tipper Lady Acquirer,WDYM VALID,
"2022-11-21,20:34:00",big papa,ok this is ur first valid choice,Hat Tipper Lady Acquirer#1904
"2022-11-21,20:33:47",Hat Tipper Lady Acquirer,I want a whole soccer team of children bruh,
"2022-11-21,20:33:38",Hat Tipper Lady Acquirer,We having 10,
"2022-11-21,20:33:34",Hat Tipper Lady Acquirer,She asked me for 3 children????,
"2022-11-21,20:33:28",Hat Tipper Lady Acquirer,Ana de Armas has my whole ass heart bruh,
"2022-11-21,20:33:19",Hat Tipper Lady Acquirer,Lie *,
"2022-11-21,20:33:17",Hat Tipper Lady Acquirer,Can’t even Lis,
"2022-11-21,20:32:06",Hat Tipper Lady Acquirer,Picturessssss,
"2022-11-21,20:31:54",big papa,girl from squid game >>>Amy Adams,
"2022-11-21,20:31:53",KFC,Amy is playing in China,
"2022-11-21,20:31:49",Hat Tipper Lady Acquirer,Can you send pictures,
"2022-11-21,20:31:25",Hat Tipper Lady Acquirer,Like come on now,
"2022-11-21,20:31:20",Hat Tipper Lady Acquirer,But you just said Shaq vs Kuzma,
"2022-11-21,20:31:12",big papa,Zoe Kravitz,
"2022-11-21,20:31:08",Hat Tipper Lady Acquirer,It’d be one thing if you said Wilt vs Shaq,
"2022-11-21,20:30:57",big papa,Gemma Chan,
"2022-11-21,20:30:38",big papa,Ok lemme compare modern actresses then like non top shelf,
"2022-11-21,20:30:33",Hat Tipper Lady Acquirer,It’s unfair to compare Amy Adam’s to that bruh,
"2022-11-21,20:30:14",Hat Tipper Lady Acquirer,Salma is like top shelf,
"2022-11-21,20:30:04",Hat Tipper Lady Acquirer,Well I don’t remember her like I do the others so yeah I can’t really comment,
"2022-11-21,20:29:43",big papa,Oh hell I know u didn’t take out Lucy liu,
"2022-11-21,20:29:28",Hat Tipper Lady Acquirer,Halle and Salma are literally all time greats,
"2022-11-21,20:29:22",KFC,,
"2022-11-21,20:29:18",KFC,,
"2022-11-21,20:29:16",Hat Tipper Lady Acquirer,Like bruh,
"2022-11-21,20:29:07",Hat Tipper Lady Acquirer,You’re trying to compare role players and 6 men to MJ and Lebron,
"2022-11-21,20:29:04",KFC,,
"2022-11-21,20:28:48",big papa,And shit out a better version of her,
"2022-11-21,20:28:44",big papa,could eat any adams for breakfast,
"2022-11-21,20:28:37",big papa,U can not convince me salma hayek,
"2022-11-21,20:28:26",KFC,kate ate the fact fact fruit,
"2022-11-21,20:28:26",Hat Tipper Lady Acquirer,Of course those others don’t compare,
"2022-11-21,20:28:25",big papa,Bro,
"2022-11-21,20:28:18",Hat Tipper Lady Acquirer,You chose Salma Hayek 😂,
"2022-11-21,20:28:10",Hat Tipper Lady Acquirer,Bruh,
"2022-11-21,20:27:55",big papa,They mid when u compare them to actresses like dis,
"2022-11-21,20:26:19",Hat Tipper Lady Acquirer,What,
"2022-11-21,20:26:12",KFC,nankurunaisa,
"2022-11-21,20:25:47",Hat Tipper Lady Acquirer,Y’all asking me my opinion,
"2022-11-21,20:25:29",Hat Tipper Lady Acquirer,My jap in the emperor,
"2022-11-21,20:25:09",KFC,be patient,
"2022-11-21,20:24:34",Hat Tipper Lady Acquirer,What am I supposed to do,
"2022-11-21,20:24:21",Hat Tipper Lady Acquirer,Bro our school is mostly white girls 😂,
"2022-11-21,20:23:57",KFC,I think you're just giving white a +2 bonus,
"2022-11-21,20:23:51",Hat Tipper Lady Acquirer,Come on now,
"2022-11-21,20:23:49",Hat Tipper Lady Acquirer,"I’m not saying these are the most beautiful women on the planet, but to say they’re just mid",
"2022-11-21,20:22:39",Hat Tipper Lady Acquirer,Send me women on any color Bruh,
"2022-11-21,20:22:34",jettaquino,Beauty standards are objective bc of white people,
"2022-11-21,20:22:20",jettaquino,Yeah cuz we live in a white society lol,
"2022-11-21,20:21:51",Hat Tipper Lady Acquirer,Send a picture you think represents julia Roberts,
"2022-11-21,20:21:28",Hat Tipper Lady Acquirer,Objectively these are beautiful women,
"2022-11-21,20:21:21",KFC,also met someone that looked just like her today,
"2022-11-21,20:21:00",KFC,julia roberts looks like one of my old profs,
"2022-11-21,20:20:24",big papa,Julia Roberts,
"2022-11-21,20:20:18",big papa,<@573586960938172466>,Hat Tipper Lady Acquirer#1904
"2022-11-21,20:20:16",big papa,aight dis gonna be a decider,
"2022-11-21,20:19:09",big papa,😭,
"2022-11-21,20:19:07",big papa,until now,
"2022-11-21,20:19:04",big papa,white,
"2022-11-21,20:19:02",big papa,i never knew ur taste was just like,
"2022-11-21,20:18:53",big papa,bro I’m dying,Hat Tipper Lady Acquirer#1904
"2022-11-21,20:18:24",KFC,https://tenor.com/view/one-piece-make-face-funny-face-monkey-d-luffy-anime-gif-15217946,
"2022-11-21,20:17:24",Hat Tipper Lady Acquirer,https://youtu.be/mopkGrrmCro,
"2022-11-21,20:16:09",big papa,<@573586960938172466> no way u say she’s yay ^,Hat Tipper Lady Acquirer#1904
"2022-11-21,20:16:08",KFC,sometimes she looks ok and then other times shes kind of scary,
"2022-11-21,20:15:44",jettaquino,Honestly less than mid,
"2022-11-21,20:15:16",jettaquino,Nay,
"2022-11-21,20:14:17",KFC,honestly nay,
"2022-11-21,20:14:03",big papa,yay or nay,
"2022-11-21,20:14:00",big papa,Emma Stone,
"2022-11-21,20:13:51",big papa,Ok wait,
"2022-11-21,20:12:56",big papa,she looks really nice,
"2022-11-21,20:12:52",big papa,she’s cute,
"2022-11-21,20:12:49",big papa,Eh,
"2022-11-21,20:12:04",Hat Tipper Lady Acquirer,Oh ok,
"2022-11-21,20:11:59",KFC,oh then yeah pretty,
"2022-11-21,20:11:45",Hat Tipper Lady Acquirer,Not compared to Amy *,
"2022-11-21,20:11:32",KFC,huh,
"2022-11-21,20:11:18",Hat Tipper Lady Acquirer,No compares to Amy,
"2022-11-21,20:11:07",KFC,better than amy,
"2022-11-21,20:10:47",Hat Tipper Lady Acquirer,Ok what about Zooey Deschanel,
"2022-11-21,20:10:12",Hat Tipper Lady Acquirer,And I think she’s really pretty,
"2022-11-21,20:10:07",Hat Tipper Lady Acquirer,Just what do you think,
"2022-11-21,20:10:03",Hat Tipper Lady Acquirer,The thing is we not talking about no top 10,
"2022-11-21,20:09:44",KFC,she aint even top 10 white celebrities,
"2022-11-21,20:09:37",KFC,She aint even a white queen. Feel bad for anyone with her in their top 10,
"2022-11-21,20:09:26",Hat Tipper Lady Acquirer,Y’all movin mad,
"2022-11-21,20:09:16",KFC,idc if they're a redhead I care if they're mid,
"2022-11-21,20:09:06",jettaquino,She’s mid,
"2022-11-21,20:08:45",Hat Tipper Lady Acquirer,But I love women of all colors so I don’t wanna hear it,
"2022-11-21,20:08:37",Hat Tipper Lady Acquirer,Not my fault white queens appeal to me 😡,
"2022-11-21,20:08:28",Hat Tipper Lady Acquirer,Hey hey hey hey,
"2022-11-21,20:08:11",big papa,i know Mr. any white girl is a badddieee is saying that to me rn 😭,
"2022-11-21,20:07:35",big papa,<@443274224505716741> what u think,jettaquino#4967
"2022-11-21,20:07:35",Hat Tipper Lady Acquirer,And Kate you took an L on this one,
"2022-11-21,20:07:27",Hat Tipper Lady Acquirer,Kyle you have like 2 types and redheaded women is not one,
"2022-11-21,20:07:06",KFC,Exactly,
"2022-11-21,20:06:13",big papa,I’ve never thought that bruh,
"2022-11-21,20:06:09",Hat Tipper Lady Acquirer,Chinky boy,
"2022-11-21,20:06:07",Hat Tipper Lady Acquirer,Chinky,
"2022-11-21,20:06:05",Hat Tipper Lady Acquirer,A,
"2022-11-21,20:06:02",Hat Tipper Lady Acquirer,You’re,
"2022-11-21,20:05:59",big papa,I was telling my dad I’ve never thought like,
"2022-11-21,20:05:59",Hat Tipper Lady Acquirer,Kyle,
"2022-11-21,20:05:49",KFC,She is mid,
"2022-11-21,20:05:44",big papa,I agree with Kyle,Hat Tipper Lady Acquirer#1904
"2022-11-21,20:04:54",Hat Tipper Lady Acquirer,Kyle shut up you imperial fuck,
"2022-11-21,20:04:37",big papa,I’m having a debate with my dad rn,
"2022-11-21,20:04:34",Hat Tipper Lady Acquirer,Hell yeah,
"2022-11-21,20:04:34",KFC,no,
"2022-11-21,20:04:25",big papa,do u guys think Amy Adams is pretty,
"2022-11-21,20:04:17",big papa,random,
"2022-11-21,19:58:09",Hat Tipper Lady Acquirer,with a intro and conclusion paragraph and whatnot,
"2022-11-21,19:57:54",Hat Tipper Lady Acquirer,<@853858084866621480> <@443274224505716741> For the paper in Middendorf is it like a regular paper,IsaacM#8081、jettaquino#4967
"2022-11-21,19:56:23",KFC,rudy clutched up,
"2022-11-21,19:24:45",Hat Tipper Lady Acquirer,bucks sweep baby,
"2022-11-21,19:19:10",jettaquino,Is he at least laying down the d,
"2022-11-21,19:18:59",jettaquino,Are u even surprised,
"2022-11-21,19:16:55",KFC,rudy is actually gonna finish this game with 0 points lmao,
"2022-11-21,17:35:29",Hat Tipper Lady Acquirer,😳😳😳,
"2022-11-21,16:58:39",~~Wild~~,new wolves jersey for those who don't know,
"2022-11-21,16:51:57",KFC,new wolves jerseys are homo what the heck,
"2022-11-21,16:48:20",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1042323791008780319/20221116_072206.jpg,
"2022-11-21,16:48:01",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1042323782175555584/20221116_072153.jpg?width=810&height=962,
"2022-11-21,16:47:26",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1043212720964632626/unknown.png?width=810&height=797,
"2022-11-21,16:35:00",~~Wild~~,and why tf wasnt i invited,
"2022-11-21,16:34:38",~~Wild~~,what are you doing up in rodondo,
"2022-11-21,16:33:19",big papa,https://youtu.be/4629Lzrkyds,
"2022-11-21,16:32:28",big papa,And like everywhere said tonys,
"2022-11-21,16:32:18",big papa,Called *old Tony,
"2022-11-21,16:32:13",big papa,Wait what,
"2022-11-21,16:31:29",KFC,dead people,
"2022-11-21,16:28:37",~~Wild~~,Who the fuck is homeless in Minnesota. That sounds fucking miserable. Plus being homeless sucks too,
"2022-11-21,16:23:37",KFC,I will steal a homeless persons blanket if i have to,
"2022-11-21,16:23:01",~~Wild~~,Don't die plz,
"2022-11-21,16:22:05",KFC,im walking around fucking minneapolis freezing my balls off because I can't find a single fucking entrance into a heated building,
"2022-11-21,16:20:35",~~Wild~~,I'm watching kotaro lives alone right now. This show is fucking adorable.,
"2022-11-21,14:33:16",Hat Tipper Lady Acquirer,They robbing tf out of those students,
"2022-11-21,14:25:23",aamindehkordi,U chose these Ls,
"2022-11-21,14:25:07",KFC,going to twolves game later,
"2022-11-21,14:24:56",KFC,visiting sister,
"2022-11-21,14:24:46",aamindehkordi,Why,
"2022-11-21,14:24:43",KFC,university of minnesota,
"2022-11-21,14:24:34",aamindehkordi,Huh 🤔,
"2022-11-21,14:24:24",KFC,umn,
"2022-11-21,14:24:19",aamindehkordi,Like where r u,
"2022-11-21,14:24:16",aamindehkordi,Ok but what r u doing Kyle,
"2022-11-21,14:23:42",~~Wild~~,That is criminal,
"2022-11-21,14:23:27",~~Wild~~,AHAHAHA I can't,
"2022-11-21,14:23:21",Hat Tipper Lady Acquirer,Looks worse than Soviet ration lines,
"2022-11-21,14:23:02",~~Wild~~,HOLY SHIT I DIDN'T NOTICE THE MILK,
"2022-11-21,14:22:13",KFC,they are feeding me yellow milk and pink meat,
"2022-11-21,14:21:49",~~Wild~~,Fuckin hell,
"2022-11-21,14:08:16",jettaquino,The French Japanese Rizz??,
"2022-11-21,14:07:45",Hat Tipper Lady Acquirer,😳😳😳😳😳,
